phi,rho,eps,theta,alpha,mu,r,b,gamma,CM55,CM75,Response
0.3772,0.42114,0.15679,4.944e-06,6.3343e-08,0.0037581,0.087072,9.2883e-13,2.2812e-06,644418.9214,1449837.6941,CR
0.35499,0.42612,0.093151,3.4498e-06,5.4189e-08,0.0051014,0.083243,9.2115e-13,1.892e-06,352420.1334,638714.8254,CR
0.22617,0.36137,0.23863,2.5417e-06,6.8941e-08,0.0045357,0.088509,1.1637e-12,2.1567e-06,10.0261,-1.854e-12,NR
0.21912,0.32278,0.1869,7.1422e-06,5.9939e-08,0.0053998,0.088568,2.0668e-12,1.6872e-06,1.4521e-05,-6.8928e-15,NR
0.29862,0.50015,0.21575,8.6952e-06,7.1415e-08,0.0025228,0.087184,1.7219e-12,2.2357e-06,5.0737,-3.6071e-12,NR
0.28425,0.45137,0.2354,4.0841e-06,6.1619e-08,0.0053849,0.080806,1.1041e-12,1.5904e-06,114433.2706,481258.8768,CR
0.21401,0.32894,0.16163,4.6743e-06,5.8223e-08,0.0069261,0.089588,1.5288e-12,2.4196e-06,391074.7422,582259.1922,CR
0.22864,0.34491,0.20674,4.4686e-06,7.1307e-08,0.0057015,0.086642,1.2048e-12,1.7802e-06,1.6056e-07,-3.6389e-14,NR
0.21752,0.2326,0.17881,5.5136e-06,6.7537e-08,0.0030494,0.084739,1.4018e-12,1.9057e-06,284561.7549,1750864.4168,CR
0.31101,0.33056,0.10196,9.4601e-06,5.2623e-08,0.0048714,0.08399,1.5705e-12,1.5383e-06,54032.6365,760364.6284,CR
0.12857,0.23947,0.13891,7.2878e-06,5.0159e-08,0.0036899,0.087154,1.2997e-12,1.5865e-06,31.5471,1.1208e-07,NR
0.33172,0.3762,0.13667,5.3421e-06,5.5693e-08,0.0066514,0.083189,9.309e-13,1.7092e-06,473679.7173,1228485.8924,CR
0.27885,0.38665,0.21278,3.5678e-06,5.1144e-08,0.0036526,0.086571,6.5085e-13,1.7177e-06,438062.8,986321.822,CR
0.28109,0.2814,0.19141,3.6695e-06,7.1605e-08,0.0021457,0.088777,1.3207e-12,2.6755e-06,1145725.2603,3506860.0293,CR
0.27341,0.27504,0.097762,4.4219e-06,5.2642e-08,0.0078168,0.084551,1.7079e-12,1.6414e-06,277290.1685,1243468.5147,CR
0.21186,0.25977,0.16813,2.8776e-06,6.6242e-08,0.0048722,0.085792,6.614e-13,1.5704e-06,2.7578e-06,-2.6481e-15,NR
0.37366,0.40731,0.11082,6.3553e-06,7.0362e-08,0.0065096,0.087512,1.5636e-12,1.816e-06,9.4813e-09,1.2598e-14,NR
0.39913,0.43283,0.078584,4.4092e-06,4.1664e-08,0.0035706,0.089391,8.9678e-13,1.5338e-06,4656.3355,138455.0935,CR
0.42327,0.44812,0.23447,3.9956e-06,6.4253e-08,0.0068674,0.087763,2.117e-12,1.5005e-06,1.9761e-09,-1.5357e-14,NR
0.34636,0.36144,0.17801,2.8625e-06,4.613e-08,0.0046359,0.08836,1.3289e-12,1.6579e-06,873398.6486,2772116.0809,CR
0.34301,0.40548,0.075499,8.8044e-06,6.6725e-08,0.0028604,0.081331,2.2366e-12,1.9484e-06,110561.2928,345594.9432,CR
0.13896,0.14722,0.067157,7.8873e-06,7.0341e-08,0.0046488,0.085623,1.8471e-12,2.3398e-06,163611.7053,622010.9892,CR
0.17106,0.34112,0.23243,3.9543e-06,5.7796e-08,0.0043913,0.089006,7.7875e-13,2.0966e-06,100100.8666,370274.8663,CR
0.13723,0.30025,0.21548,4.0395e-06,4.9498e-08,0.0073041,0.088638,1.8905e-12,2.0813e-06,582341.8254,707139.2071,CR
0.35982,0.47481,0.13284,8.3592e-06,6.0049e-08,0.0020891,0.083469,1.5119e-12,1.5802e-06,2.1897,-1.543e-12,NR
0.28175,0.30705,0.13614,6.3346e-06,6.6002e-08,0.0024548,0.087365,1.0193e-12,1.9731e-06,12.0112,-1.0322e-12,NR
0.30639,0.37536,0.21936,9.0366e-06,6.7845e-08,0.0058429,0.087196,6.8548e-13,1.5671e-06,5.1543e-11,-1.0772e-15,NR
0.1993,0.37425,0.22893,4.5737e-06,5.2608e-08,0.0058606,0.088781,6.0619e-13,2.228e-06,612086.4372,723942.5433,CR
0.13133,0.20977,0.14265,2.5155e-06,4.848e-08,0.0077127,0.083481,1.8099e-12,1.6195e-06,519386.7688,935490.7142,CR
0.23736,0.29154,0.062218,7.9275e-06,4.6929e-08,0.0028905,0.090283,1.1647e-12,1.9081e-06,15982.3468,149031.8376,CR
0.27395,0.34863,0.10706,5.8976e-06,3.7105e-08,0.0037233,0.088259,1.278e-12,1.6187e-06,400340.4013,814454.6595,CR
0.37471,0.48089,0.15007,6.4296e-06,6.2998e-08,0.0025712,0.081533,8.3294e-13,1.6889e-06,31755.7405,308369.1367,CR
0.41287,0.48953,0.19761,4.27e-06,5.307e-08,0.0065972,0.086646,2.0849e-12,1.7835e-06,536481.3217,1218171.1888,CR
0.11842,0.17872,0.081622,5.6984e-06,5.2424e-08,0.0056356,0.084265,6.6081e-13,1.5767e-06,2813.5244,26890.61,CR
0.20038,0.2592,0.10988,3.5894e-06,5.5827e-08,0.0048961,0.084381,1.4169e-12,1.5691e-06,306.6159,0.049807,NR
0.24843,0.31514,0.21277,6.94e-06,4.7556e-08,0.003759,0.085994,1.1712e-12,1.4995e-06,587176.6865,1842759.1719,CR
0.25209,0.3449,0.094446,7.1254e-06,7.0438e-08,0.0059699,0.089215,8.1276e-13,2.0692e-06,1.3038e-08,9.4305e-15,NR
0.36137,0.40703,0.15732,8.0579e-06,6.1779e-08,0.0040033,0.080589,1.8581e-12,1.7417e-06,756627.1416,1790713.0191,CR
0.22377,0.27975,0.14936,2.6986e-06,6.7668e-08,0.0077558,0.085638,1.4588e-12,1.6514e-06,1.5716e-05,9.2584e-14,NR
0.36463,0.37353,0.075656,6.4901e-06,6.6909e-08,0.0037651,0.088128,9.7636e-13,1.5806e-06,-6.3707e-15,-6.0061e-16,NR
0.31532,0.38759,0.097497,9.5342e-06,5.8498e-08,0.0020634,0.087829,1.6545e-12,2.4147e-06,353080.7152,659176.8805,CR
0.33461,0.4398,0.19284,3.6026e-06,6.6665e-08,0.005101,0.085605,1.5969e-12,1.5143e-06,2.2031e-08,2.7594e-15,NR
0.31887,0.53572,0.23155,5.2546e-06,6.1836e-08,0.0035543,0.089835,1.582e-12,2.5922e-06,303321.8431,377815.1753,CR
0.19901,0.23939,0.10862,4.4039e-06,6.9938e-08,0.0065804,0.086775,9.5307e-13,2.1324e-06,101.3457,6.3254e-05,NR
0.11153,0.19285,0.10552,8.6049e-06,5.3634e-08,0.0061376,0.083755,2.1637e-12,1.7811e-06,207796.1169,500287.5094,CR
0.40185,0.55466,0.20008,9.2071e-06,6.8433e-08,0.0025375,0.084999,9.4316e-13,2.2781e-06,334243.7482,555188.8356,CR
0.35146,0.51987,0.23322,8.6933e-06,5.5796e-08,0.0076848,0.081394,9.2753e-13,1.6529e-06,513119.743,768507.3934,CR
0.33135,0.4106,0.089834,2.7534e-06,5.6863e-08,0.003829,0.083667,1.4506e-12,1.7829e-06,74034.0247,248407.3272,CR
0.37276,0.48465,0.16756,9.5484e-06,7.057e-08,0.0078675,0.078859,9.9353e-13,1.8804e-06,428291.3223,719364.8606,CR
0.2088,0.32357,0.13128,2.9053e-06,6.1238e-08,0.0037537,0.088534,1.7185e-12,2.0448e-06,21.6549,-3.2664e-11,NR
0.29116,0.39374,0.11586,5.8686e-06,6.5011e-08,0.0077091,0.087879,1.0169e-12,1.7305e-06,8.9883e-09,4.7509e-15,NR
0.23988,0.30134,0.22492,4.225e-06,7.1422e-08,0.0030969,0.083557,1.6796e-12,1.5963e-06,0.0020643,-7.2555e-14,NR
0.3518,0.39249,0.14998,3.5847e-06,6.8984e-08,0.0063444,0.087296,5.9824e-13,2.545e-06,645707.7401,1343648.6208,CR
0.24237,0.27875,0.083243,6.6119e-06,6.7464e-08,0.0050546,0.087868,1.6729e-12,2.7008e-06,354184.9704,773153.7309,CR
0.12729,0.19423,0.18306,2.9831e-06,5.6484e-08,0.006086,0.085868,9.0971e-13,1.8119e-06,421390.2742,1083120.0082,CR
0.16118,0.24837,0.13217,7.3661e-06,4.0443e-08,0.0046534,0.088898,9.1642e-13,1.5202e-06,42807.1134,428188.2617,CR
0.18847,0.19333,0.061432,7.0631e-06,6.5853e-08,0.0069647,0.082675,7.6368e-13,2.0445e-06,234499.5242,782236.5928,CR
0.11571,0.17555,0.072192,6.4636e-06,6.7214e-08,0.0022926,0.085363,1.5681e-12,1.6241e-06,9.5407e-08,-1.2822e-14,NR
0.37325,0.4089,0.22797,3.6269e-06,6.7914e-08,0.0073551,0.084579,2.0115e-12,1.6373e-06,0.50702,-1.2233e-13,NR
0.20791,0.23817,0.089151,8.8976e-06,5.4264e-08,0.0061652,0.087249,1.8721e-12,2.0294e-06,288044.3033,824950.7375,CR
0.38597,0.50695,0.1279,9.4158e-06,6.5939e-08,0.0054306,0.081686,6.3388e-13,1.638e-06,4.5436,-9.5678e-12,NR
0.40211,0.50724,0.10889,6.1917e-06,4.5027e-08,0.0029263,0.088641,2.0143e-12,2.0435e-06,368353.1619,581665.9993,CR
0.2884,0.38376,0.10763,7.3225e-06,6.4328e-08,0.0020115,0.089172,1.2733e-12,1.6083e-06,-1.0623e-13,-1.579e-15,NR
0.19267,0.32215,0.21447,5.9112e-06,5.9101e-08,0.0073103,0.089208,1.9569e-12,2.2717e-06,424198.4075,690490.9374,CR
0.35155,0.39549,0.11728,3.2927e-06,6.5735e-08,0.0022762,0.083212,9.9818e-13,1.867e-06,102319.3203,562556.3401,CR
0.36011,0.37795,0.082935,6.6762e-06,6.6625e-08,0.0028464,0.081572,8.7912e-13,1.9885e-06,344478.9985,1029533.0949,CR
0.35942,0.53518,0.18528,3.6875e-06,6.3984e-08,0.002865,0.082011,1.8641e-12,1.9345e-06,214306.0286,349807.2194,CR
0.39741,0.57502,0.23698,8.559e-06,6.637e-08,0.002005,0.087262,1.8888e-12,2.4287e-06,426492.8949,615454.8629,CR
0.24859,0.30615,0.065528,5.1303e-06,5.2748e-08,0.007239,0.089465,2.1943e-12,2.3145e-06,208359.0123,408686.198,CR
0.13343,0.18463,0.14542,7.145e-06,4.5327e-08,0.0054899,0.090182,7.5772e-13,1.5971e-06,629.6646,1540.1356,CR
0.24984,0.25448,0.12329,8.4855e-06,5.9853e-08,0.0040887,0.089295,1.8369e-12,1.8436e-06,0.024723,-3.5367e-14,NR
0.1419,0.18816,0.12088,2.4864e-06,5.4704e-08,0.0059953,0.089657,1.2608e-12,1.5169e-06,9.8599e-08,-3.5742e-14,NR
0.27133,0.32961,0.062032,3.4009e-06,6.5789e-08,0.0045644,0.086366,2.0965e-12,1.7342e-06,3.6153e-06,9.1764e-17,NR
0.19666,0.30582,0.11428,7.4259e-06,6.7715e-08,0.0035133,0.087253,2.0435e-12,2.8472e-06,408880.6512,570205.9875,CR
0.20216,0.25391,0.20123,9.365e-06,6.4178e-08,0.0070113,0.090035,1.1973e-12,1.7491e-06,4.2824e-10,-9.6889e-15,NR
0.14988,0.22202,0.07271,5.3932e-06,6.444e-08,0.004109,0.0885,1.5453e-12,2.5304e-06,118479.2431,266201.1442,CR
0.16832,0.29851,0.14871,4.515e-06,7.0636e-08,0.0073234,0.07661,1.608e-12,1.8347e-06,392138.7691,549725.031,CR
0.41781,0.46841,0.10196,2.9065e-06,6.0783e-08,0.0031977,0.078628,7.7792e-13,1.5387e-06,198630.1581,646309.2651,CR
0.35508,0.38095,0.14743,9.1823e-06,6.9861e-08,0.0032074,0.08425,9.5368e-13,1.8472e-06,134.6603,0.0089408,NR
0.25567,0.35103,0.14306,4.1064e-06,5.8679e-08,0.0053023,0.077972,1.1945e-12,1.5587e-06,426453.6959,791365.3813,CR
0.13353,0.29763,0.20247,3.9363e-06,4.7267e-08,0.0058038,0.088205,7.2498e-13,1.8682e-06,357186.1353,542371.9558,CR
0.14327,0.2697,0.1414,6.3419e-06,5.7606e-08,0.005298,0.083174,8.6145e-13,1.5759e-06,128.1579,0.00088156,NR
0.39743,0.49729,0.10054,3.0572e-06,4.8106e-08,0.0033734,0.086958,1.1926e-12,1.7794e-06,89811.6756,250286.1843,CR
0.26168,0.3116,0.23885,8.9764e-06,6.7997e-08,0.0055521,0.085477,7.5154e-13,2.1154e-06,1032648.664,2370614.5796,CR
0.33882,0.37716,0.099373,4.9252e-06,4.0897e-08,0.0020053,0.089919,1.0048e-12,1.6588e-06,201784.2247,790421.824,CR
0.3852,0.43336,0.063354,3.2507e-06,6.6174e-08,0.0038564,0.090134,7.4744e-13,2.1385e-06,3.9709e-05,-1.7662e-14,NR
0.13375,0.27325,0.14892,6.263e-06,6.9002e-08,0.0026293,0.087771,1.508e-12,1.9353e-06,1.1342e-06,-3.0044e-14,NR
0.28634,0.30228,0.17176,3.9533e-06,6.1679e-08,0.0024682,0.079739,2.1688e-12,1.5852e-06,968326.962,2981156.8478,CR
0.21845,0.31116,0.10241,3.3129e-06,6.6889e-08,0.0033991,0.090391,2.1015e-12,1.7402e-06,1.2592e-13,-4.7631e-16,NR
0.25465,0.3521,0.14048,4.8476e-06,6.8433e-08,0.0046162,0.088702,1.9949e-12,2.7585e-06,390358.7319,604577.4398,CR
0.38864,0.41263,0.22628,3.564e-06,7.0742e-08,0.0026712,0.08906,1.4857e-12,1.939e-06,1.9843e-06,5.4849e-16,NR
0.36832,0.39768,0.072661,4.8952e-06,6.5662e-08,0.0044629,0.089362,8.7114e-13,2.8629e-06,356866.2089,791453.8301,CR
0.17063,0.20939,0.1648,9.4798e-06,6.8179e-08,0.0073697,0.08317,1.5925e-12,1.7734e-06,8971.0926,710441.7908,CR
0.21377,0.23466,0.11681,8.2332e-06,6.9562e-08,0.0049872,0.08296,1.0838e-12,1.6085e-06,0.0081334,-5.8809e-14,NR
0.33018,0.34119,0.06291,2.737e-06,5.547e-08,0.0044516,0.086569,8.3107e-13,2.1536e-06,338786.1057,921734.943,CR
0.15143,0.30145,0.22078,6.1791e-06,6.6335e-08,0.0062596,0.087356,2.2013e-12,2.5928e-06,653940.5028,789785.7081,CR
0.28651,0.36636,0.10787,7.5368e-06,5.6462e-08,0.0039831,0.088073,1.2851e-12,1.4903e-06,4.5234e-08,-1.6615e-15,NR
0.18411,0.24009,0.16201,6.8659e-06,4.8109e-08,0.0078457,0.086783,2.2178e-12,1.6053e-06,298318.775,1135522.0095,CR
0.18987,0.23362,0.07707,8.397e-06,4.3582e-08,0.005947,0.087859,1.6788e-12,1.7907e-06,267183.0704,678941.1072,CR
0.25698,0.26586,0.0946,6.3217e-06,6.8474e-08,0.0060007,0.087161,8.1696e-13,1.5166e-06,-2.4568e-13,-4.1434e-15,NR
0.11092,0.15301,0.17514,3.0409e-06,5.8827e-08,0.0020565,0.082245,1.7722e-12,1.6269e-06,582372.705,1710784.8389,CR
0.16004,0.30154,0.18824,4.7035e-06,6.6381e-08,0.0023304,0.080509,1.5149e-12,1.8386e-06,312181.0355,582292.6891,CR
0.17165,0.19804,0.082115,3.9543e-06,6.1928e-08,0.0070655,0.08684,6.1614e-13,1.547e-06,1.0747e-07,7.769e-15,NR
0.31647,0.34831,0.19601,2.8567e-06,5.616e-08,0.0054947,0.088914,1.2853e-12,1.6615e-06,0.4868,-3.783e-13,NR
0.16984,0.21768,0.072715,6.5894e-06,6.4219e-08,0.0071391,0.081865,1.8627e-12,1.9052e-06,129324.9226,393786.0049,CR
0.35954,0.41202,0.083692,7.1946e-06,4.9874e-08,0.0033779,0.08867,1.5944e-12,2.1896e-06,372657.3042,763881.0252,CR
0.16827,0.21402,0.081543,7.1569e-06,7.0901e-08,0.0062708,0.085147,2.1954e-12,2.294e-06,98767.6636,356482.9521,CR
0.28545,0.37895,0.20137,5.2395e-06,5.9378e-08,0.0071597,0.084386,2.1013e-12,1.7704e-06,316651.3411,901129.0784,CR
0.28571,0.41733,0.13199,3.7912e-06,5.437e-08,0.0046711,0.084606,2.0905e-12,1.5256e-06,5.5429,-3.5997e-12,NR
0.23834,0.36567,0.19278,8.5559e-06,6.0566e-08,0.0021455,0.082803,2.0195e-12,1.6475e-06,11812.5575,327084.258,CR
0.30952,0.37164,0.17522,8.1949e-06,7.0945e-08,0.0046013,0.080323,1.1879e-12,1.7974e-06,386364.4235,1173626.0321,CR
0.25318,0.36219,0.11979,4.0679e-06,6.0346e-08,0.0069292,0.082953,1.356e-12,1.8675e-06,125997.1541,298249.8074,CR
0.2589,0.27183,0.063214,3.9834e-06,5.8744e-08,0.0065987,0.081878,2.1256e-12,1.8645e-06,309185.7437,868942.7523,CR
0.25434,0.35249,0.10379,8.9277e-06,6.5355e-08,0.0077211,0.087468,2.1994e-12,2.0053e-06,0.050807,-2.3932e-13,NR
0.37864,0.44181,0.091994,5.5518e-06,7.1755e-08,0.0066513,0.083974,1.2109e-12,2.0845e-06,4168.7266,51948.0522,CR
0.35257,0.55036,0.22979,7.112e-06,6.5875e-08,0.0032434,0.082076,2.2308e-12,1.5111e-06,0.019271,-1.4561e-13,NR
0.26885,0.34088,0.072788,7.7647e-06,5.9236e-08,0.0069629,0.089302,2.1768e-12,1.984e-06,0.073112,2.9977e-14,NR
0.16343,0.2768,0.17184,2.6893e-06,6.4696e-08,0.0042027,0.089705,1.6204e-12,2.7063e-06,477049.9179,676805.9385,CR
0.25158,0.30836,0.22917,2.4569e-06,6.9777e-08,0.0061169,0.080845,2.241e-12,1.6874e-06,507113.3959,1575807.9431,CR
0.18706,0.26741,0.14366,7.5301e-06,5.5247e-08,0.0055458,0.089937,7.9176e-13,1.9224e-06,35.5257,1.1247e-07,NR
0.33675,0.4321,0.17775,5.4231e-06,6.3038e-08,0.0046082,0.085885,2.0128e-12,1.8287e-06,142.482,0.0001134,NR
0.21538,0.41618,0.21621,5.4332e-06,3.7244e-08,0.0054074,0.087704,1.3625e-12,1.6051e-06,461681.7561,596388.5381,CR
0.36963,0.4578,0.23535,3.8141e-06,5.3466e-08,0.0030169,0.089762,2.1604e-12,2.1138e-06,911851.9869,1586516.5941,CR
0.37993,0.48507,0.11737,7.4779e-06,6.5661e-08,0.0061554,0.090276,1.447e-12,2.6716e-06,109537.0509,255484.1435,CR
0.34263,0.38617,0.13444,5.438e-06,6.7605e-08,0.0079921,0.078601,6.669e-13,1.6292e-06,285604.9346,977387.0536,CR
0.41797,0.49382,0.111,6.4156e-06,5.0033e-08,0.0043067,0.088993,1.7277e-12,1.8644e-06,30267.9512,277570.9127,CR
0.1256,0.18427,0.15516,7.1483e-06,6.7651e-08,0.0027516,0.089517,6.7194e-13,2.3592e-06,8638.7348,371066.1182,CR
0.23897,0.28529,0.073063,7.8137e-06,6.0364e-08,0.0053746,0.08947,2.0577e-12,2.5233e-06,212009.9971,484314.6975,CR
0.29173,0.35628,0.092603,8.0097e-06,4.5121e-08,0.0037751,0.086243,1.3595e-12,1.6113e-06,107477.1,455333.3834,CR
0.32975,0.43475,0.1893,4.0259e-06,6.8365e-08,0.0048098,0.082514,2.1498e-12,1.6084e-06,0.62523,-2.6887e-13,NR
0.16476,0.3039,0.15695,6.6459e-06,5.708e-08,0.003442,0.087236,1.9371e-12,1.6893e-06,0.038319,1.3205e-14,NR
0.31713,0.31997,0.071781,4.2214e-06,6.3047e-08,0.0055358,0.090207,2.0618e-12,1.5459e-06,1.0399e-14,2.5504e-16,NR
0.15345,0.2141,0.1264,5.3138e-06,6.4541e-08,0.007414,0.089518,1.9772e-12,1.6678e-06,-3.7869e-12,-1.2737e-14,NR
0.41769,0.57979,0.16769,4.3333e-06,7.1564e-08,0.0039634,0.082763,1.8456e-12,1.8842e-06,29.4013,1.5585e-09,NR
0.41611,0.55611,0.23649,5.7936e-06,6.5938e-08,0.0072364,0.089737,1.0001e-12,2.1998e-06,10.894,-1.9683e-12,NR
0.16847,0.23207,0.071007,5.4048e-06,7.0592e-08,0.0059211,0.077592,2.2133e-12,1.9629e-06,265659.2895,498229.0797,CR
0.23187,0.30294,0.095824,3.3645e-06,6.5694e-08,0.007181,0.084996,7.3446e-13,1.9725e-06,1674.21,960.8656,NR
0.38083,0.4868,0.14652,5.2417e-06,6.787e-08,0.0073051,0.076913,2.1745e-12,1.6346e-06,252253.5065,548646.1723,CR
0.21728,0.23479,0.084576,8.2444e-06,4.692e-08,0.0067362,0.087674,1.0971e-12,1.7972e-06,306381.8304,1008564.5104,CR
0.322,0.43833,0.16573,2.92e-06,6.8897e-08,0.0023283,0.08047,2.2324e-12,1.636e-06,572.5601,0.066972,NR
0.30509,0.32377,0.081881,6.762e-06,6.3817e-08,0.0074725,0.090111,2.0147e-12,1.7307e-06,-9.4618e-13,3.4752e-16,NR
0.13108,0.19763,0.11757,6.0358e-06,6.6984e-08,0.0065034,0.085743,1.9243e-12,1.5299e-06,9.4182e-10,-5.5012e-16,NR
0.3274,0.47258,0.15912,3.2743e-06,7.1548e-08,0.0074346,0.079259,2.0095e-12,1.5323e-06,1.0573,-2.4954e-12,NR
0.20217,0.3026,0.16795,9.3663e-06,5.648e-08,0.0048542,0.089252,1.9072e-12,2.2513e-06,409506.0221,752895.1035,CR
0.21956,0.27615,0.099401,5.4622e-06,6.5307e-08,0.0063445,0.089769,2.1941e-12,1.5736e-06,3.3428e-13,4.3306e-15,NR
0.34973,0.44042,0.16679,7.931e-06,4.7778e-08,0.0044315,0.089087,1.1378e-12,1.7345e-06,71066.3841,602566.9181,CR
0.41424,0.50399,0.14892,2.8376e-06,7.1963e-08,0.0040085,0.087779,2.1438e-12,2.6601e-06,343350.3929,590865.1546,CR
0.36002,0.37712,0.21235,5.9836e-06,6.226e-08,0.0049487,0.089153,8.7111e-13,1.5768e-06,1.58e-09,-1.1441e-14,NR
0.39635,0.40839,0.17466,7.494e-06,4.8199e-08,0.0035675,0.088512,1.2911e-12,1.6892e-06,691936.3432,2764871.8602,CR
0.28497,0.36769,0.20765,8.9298e-06,6.9488e-08,0.0041379,0.084038,1.2644e-12,2.0188e-06,395761.8974,1091783.9823,CR
0.23202,0.29014,0.16889,3.9005e-06,5.4028e-08,0.0032135,0.081619,1.1001e-12,1.5084e-06,552225.2481,1466984.1461,CR
0.12754,0.31442,0.18927,9.0559e-06,6.3536e-08,0.005962,0.08623,1.8993e-12,2.1357e-06,23483.1847,110103.9397,CR
0.24917,0.46203,0.21313,8.3266e-06,6.4052e-08,0.0056191,0.082759,9.1114e-13,1.7416e-06,163.3346,0.0020483,NR
0.33541,0.40897,0.13077,8.5011e-06,6.9809e-08,0.0062666,0.082198,1.4204e-12,1.7071e-06,4.3001,-2.028e-12,NR
0.12554,0.13709,0.068626,5.1682e-06,5.8078e-08,0.0079025,0.089832,5.8369e-13,1.6325e-06,3.8452e-09,-1.8832e-15,NR
0.13528,0.20786,0.13583,6.0492e-06,6.7657e-08,0.00537,0.087092,1.3205e-12,1.6002e-06,4.4352e-13,-1.2241e-14,NR
0.29151,0.3914,0.13908,5.604e-06,6.4609e-08,0.0045094,0.089772,6.9385e-13,2.7757e-06,414508.8208,625854.1543,CR
0.14028,0.29408,0.22594,4.846e-06,7.0574e-08,0.0070098,0.09029,1.3878e-12,2.5763e-06,10463.5693,179732.3731,CR
0.21651,0.26763,0.083121,5.8622e-06,7.1231e-08,0.0020947,0.085715,1.9435e-12,2.2075e-06,2462.9182,31266.7261,CR
0.37773,0.41445,0.078391,6.7877e-06,5.9761e-08,0.0069774,0.088357,1.3391e-12,2.4155e-06,288256.0967,659751.4311,CR
0.1395,0.19664,0.14601,8.8456e-06,6.1608e-08,0.0022867,0.085874,1.4034e-12,2.0076e-06,279202.6897,917022.7426,CR
0.18799,0.25431,0.13848,8.9358e-06,7.0105e-08,0.0021228,0.085316,1.285e-12,2.0732e-06,3310.5562,183086.8368,CR
0.15268,0.24982,0.12703,4.2585e-06,6.7479e-08,0.0036611,0.089765,1.735e-12,2.7367e-06,234809.8493,420298.7601,CR
0.40969,0.44183,0.1474,4.0727e-06,5.9097e-08,0.005099,0.090297,1.1528e-12,2.0159e-06,53.9027,8.969e-09,NR
0.1112,0.18173,0.090069,6.2951e-06,7.0821e-08,0.0069044,0.089159,1.9456e-12,2.1108e-06,2.6021e-07,-2.1267e-14,NR
0.41298,0.57086,0.16736,7.3468e-06,6.7639e-08,0.00655,0.088495,1.8469e-12,2.4006e-06,4208.1992,19605.1764,CR
0.13721,0.22266,0.099154,6.5873e-06,7.0298e-08,0.0028956,0.087698,2.1261e-12,2.8901e-06,346855.4211,553161.4292,CR
0.26341,0.32612,0.10411,5.926e-06,5.3829e-08,0.0041799,0.085281,5.7981e-13,1.5223e-06,6.3794,-4.0546e-12,NR
0.16595,0.22882,0.17532,3.8189e-06,6.8889e-08,0.0024754,0.089953,8.4655e-13,2.5337e-06,228287.7901,747106.8199,CR
0.39456,0.45115,0.13072,8.5629e-06,6.8117e-08,0.0025639,0.082187,1.9642e-12,2.0023e-06,374417.0916,942629.0904,CR
0.11694,0.17235,0.073647,5.9871e-06,5.1113e-08,0.0048486,0.082638,2.0931e-12,1.4935e-06,13197.1708,159829.8124,CR
0.12468,0.18835,0.093698,8.2274e-06,6.3592e-08,0.002999,0.088162,7.5559e-13,2.4978e-06,248531.277,530460.883,CR
0.18944,0.36412,0.20352,5.0109e-06,6.5987e-08,0.0041582,0.080492,1.1827e-12,1.6033e-06,531.403,0.23849,NR
0.3173,0.3837,0.16872,5.9376e-06,6.4913e-08,0.0077392,0.089041,1.9486e-12,2.5625e-06,608376.1529,1085952.0655,CR
0.38468,0.46323,0.085122,2.9598e-06,6.8043e-08,0.0039855,0.089884,1.6774e-12,1.9473e-06,2.7377e-11,1.0643e-15,NR
0.27103,0.34197,0.079881,8.303e-06,6.8267e-08,0.0050065,0.085874,7.5225e-13,1.7574e-06,1.5693e-06,-4.1458e-15,NR
0.34987,0.44219,0.14747,6.1535e-06,6.6588e-08,0.0073515,0.083092,1.8916e-12,1.9416e-06,136205.9649,465014.6748,CR
0.39066,0.57712,0.23608,4.7344e-06,3.7375e-08,0.0046582,0.089796,2.1522e-12,1.5417e-06,295910.8887,605265.6769,CR
0.13092,0.21462,0.11804,9.2526e-06,6.6383e-08,0.0070688,0.086549,7.4977e-13,2.544e-06,390815.3506,631109.8442,CR
0.19671,0.3627,0.17773,7.5724e-06,6.7498e-08,0.003109,0.073154,6.8222e-13,1.5579e-06,400875.6555,594050.3729,CR
0.16234,0.22093,0.080141,2.4363e-06,6.1434e-08,0.0033198,0.088827,1.4944e-12,1.9267e-06,0.0079786,-6.8912e-14,NR
0.18475,0.22237,0.14549,6.3126e-06,5.7619e-08,0.0036099,0.086901,1.7851e-12,1.5579e-06,0.0071755,9.951e-15,NR
0.1169,0.23219,0.16761,2.7504e-06,6.9015e-08,0.0068367,0.09021,1.3301e-12,2.6367e-06,98995.4572,285337.8563,CR
0.17579,0.28005,0.12087,4.7837e-06,6.7241e-08,0.0026944,0.088451,2.1016e-12,2.0329e-06,0.00024875,-1.4713e-14,NR
0.273,0.31596,0.076603,4.0324e-06,5.5483e-08,0.0024872,0.08672,2.0325e-12,2.1787e-06,325770.4957,718996.4216,CR
0.28523,0.29658,0.073877,6.8882e-06,6.4251e-08,0.0066042,0.090097,1.905e-12,1.9901e-06,4.076e-06,-3.0383e-15,NR
0.35801,0.4721,0.13465,4.2004e-06,4.6187e-08,0.0031853,0.083965,1.6656e-12,1.5174e-06,147728.4651,422828.9602,CR
0.20063,0.3463,0.18771,4.4636e-06,6.6675e-08,0.0029258,0.087318,1.7837e-12,1.9712e-06,0.064309,-4.099e-13,NR
0.25577,0.30174,0.06887,7.1158e-06,6.2154e-08,0.0036734,0.084815,9.2236e-13,2.1068e-06,148744.1228,419070.4814,CR
